"name","address","gmap_id","description","category","avg_rating","num_of_reviews","price","hours","MISC","state"
"Justin Stahler Consulting","","0x809adbab1ae8850b:0xa3d03b67e1380ff2","","['Website designer', 'Service establishment']","5.0","3","","[['Thursday', '9AM–5PM'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']]","","Permanently closed"
"EvoDynamic Inc","","0x52afb511ec1d9c71:0x62b77984f377e51c","","['Software company', 'Service establishment']","5.0","13","","[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']]","","Closed ⋅ Opens 8AM Fri"
"DC 420 Club Weed Delivery","","0x89b7b749f5ef664d:0x2fdbb4d0e6f382c7","","['Cannabis store', 'Service establishment']","4.3","95","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Health & safety': ['Appointment required'], 'Payments': ['Cash-only']}","Open 24 hours"
"TONY'S BMW AGA TOOL RENTAL SERVICES","","0x8804a1797bafb591:0x932e10d30479f425","","['Tool rental service', 'Service establishment']","5.0","36","","[['Thursday', '6AM–9PM'], ['Friday', '6AM–9PM'], ['Saturday', '6AM–9PM'], ['Sunday', '6AM–9PM'], ['Monday', '6AM–9PM'], ['Tuesday', '6AM–9PM'], ['Wednesday', '6AM–9PM']]","","Closes soon ⋅ 9PM ⋅ Opens 6AM Fri"
"Coach Rock Apparel - Trendy Tees","","0x89b00ba1c17831f7:0xeb43630fd3d0d08b","","['T-shirt store', 'Clothing store', 'Custom t-shirt store', 'Service establishment']","5.0","3","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Payments': ['Debit cards', 'Credit cards']}","Open 24 hours"
"Top of the Line Transport","","0x88f5119aaaaaaaab:0xc1e7c9124cedc06a","","['Freight forwarding service', 'Service establishment', 'Vehicle exporter', 'Vehicle shipping agent']","4.9","45","","[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']]","","Closed ⋅ Opens 8AM Fri"
"Closed for business","","0x86fbd91a82b7b77d:0x76fcf064ba3f2917","","['Repair service', 'Service establishment']","5.0","16","","","",""
"Swept Clean LLC","","0x89b62d9ad30f70b9:0x7090d229599b7f0","","['House cleaning service', 'Service establishment']","5.0","36","","[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', '8AM–5PM'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']]","{'Service options': ['Online estimates']}","Open ⋅ Closes 5PM"
"AKON Curtain and Divider","","0x8824b044478a433d:0x30023b79f74100d","","['Curtain supplier and maker', 'Service establishment', 'Industrial equipment supplier']","4.7","85","","[['Thursday', '8AM–7PM'], ['Friday', '8AM–7PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–7PM'], ['Tuesday', '8AM–7PM'], ['Wednesday', '8AM–7PM']]","","Open ⋅ Closes 7PM"
"DistrictFuze","","0x89b7b821b00da8bd:0xdcdf308c278f8672","","['Wellness program', 'Service establishment']","5.0","8","","[['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '8AM–8PM'], ['Sunday', '8AM–8PM'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM']]","{'From the business': ['Identifies as women-led']}","Closed ⋅ Opens 10AM"
"Mixtiles","","0x89c259aaebf3e585:0xbf09c44f8844f182","","['Home goods store', 'Service establishment']","3.9","8","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"MightyKaci Intuitive Arts","","0x8640add249bb2667:0x7144d3325c0287be","","['Reiki therapist', 'Service establishment', 'Psychic']","5.0","8","","","{'From the business': ['Identifies as women-led'], 'Highlights': ['LGBTQ friendly']}",""
"Jeda Products, Inc","","0x80c299fae3b20649:0x7cf13e838ae53095","","['Electronics company', 'Service establishment']","2.6","68","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"Eyce Molds","","0x54b8c7df25c45ce3:0xb8c493ebdeb37998","","['Tobacco shop', 'Service establishment']","4.6","68","","[['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM']]","{'Payments': ['Debit cards', 'Credit cards']}","Open ⋅ Closes 6PM"
"MJG Inc","","0x874da41ac06db065:0x5837c28319c1692a","","['Contractor', 'Service establishment', 'Railroad contractor', 'Transportation service']","5.0","1","","","",""
"Yaymaker (formerly Paint Nite)","","0x89e370ca1743248d:0x2166fac094b3ff81","","['Event ticket seller', 'Arts organization', 'Cooking class', 'Corporate entertainment service', 'E-commerce service', 'Service establishment']","4.6","268","","","",""
"MAM Couture Boutique","","0x876c7e1451473515:0xf8714106b3af407","","['Clothing store', 'Service establishment']","4.9","28","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","{'Service options': ['Delivery'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}","Open 24 hours"
"Electrik Glitter","","0x80dcdd72a1a41075:0x179c9ba84c681135","","['Cosmetics store', 'Service establishment']","5.0","2","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","","Open 24 hours"
"S B Heating & Air Conditioning Inc","","0x8825997a3d22e9b3:0xa53fbd0d7f7be3dc","","['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Service establishment', 'Furnace repair service', 'Heating contractor']","3.0","18","","[['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM']]","","Closed ⋅ Opens 8AM Wed"
"The Savvy Stow ®","","0x8640ef6bbe902343:0x808487c9488677ce","","['Greeting card shop', 'Art handcraft', 'Service establishment', 'Gift shop', 'Seasonal goods store']","5.0","2","","[['Tuesday', '9AM–4PM'], ['Wednesday', '9AM–4PM'], ['Thursday', '9AM–4PM'], ['Friday', '9AM–4PM'], ['Saturday', '9AM–4PM'], ['Sunday', 'Closed'], ['Monday', '9AM–4PM']]","{'Service options': ['Delivery'], 'Highlights': ['LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}","Closed ⋅ Opens 9AM Wed"
"Motor City Hockey","","0x882358921b3f5b55:0xb088d89cef8a89a5","","['Hockey club', 'Service establishment']","5.0","3","","","",""
"Lifted Logic","","0x80c2d188e57689ef:0xbb1f2972988c1c22","","['Service establishment']","4.5","8","","","",""
"P T Hambleton Seafood","","0x89b83cab61f00c71:0x8fbbba1f37749fc1","","['Seafood wholesaler', 'Service establishment']","4.5","18","","[['Tuesday', '9AM–4PM'], ['Wednesday', '9AM–4PM'], ['Thursday', '9AM–4PM'], ['Friday', '9AM–4PM'], ['Saturday', '9AM–4PM'], ['Sunday', '9AM–12PM'], ['Monday', '9AM–4PM']]","","Open ⋅ Closes 4PM"
"Rocky Mountain Metaphysics, Inc.","","0x87430a9f562aa0e5:0x1b6f156fe4f0b1c4","","['Metaphysical supply store', 'Aromatherapy supply store', 'Book store', 'Service establishment', 'Herb shop', 'Incense supplier']","5.0","3","","","",""
"Pup Scruffs","","0x884d2b924fdaf4b3:0xe6e9293de498c040","","['Pet supply store', 'Service establishment', 'Fashion accessories store']","5.0","2","","[['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–1PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM']]","{'From the business': ['Identifies as women-led'], 'Payments': ['Debit cards', 'Credit cards']}","Closed ⋅ Opens 9AM"
"Wild Angel Treats","","0x89c2f75768df8167:0x7f57bfb4f0e0c675","","['Food and beverage consultant', 'Service establishment']","5.0","18","","[['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM'], ['Saturday', '8AM–8PM'], ['Sunday', '8AM–8PM'], ['Monday', '8AM–8PM']]","{'From the business': ['Identifies as Black-owned']}","Closed ⋅ Opens 8AM"
"ShoutCloud Studios","","0x87c1ad05323a4077:0xb384288e3faeb1fc","","['Internet marketing service', 'Business development service', 'Business to business service', 'Service establishment', 'Internet shop', 'Market researcher', 'Marketing agency', 'Marketing consultant', 'Web hosting company', 'Website designer']","5.0","44","","[['Tuesday', '6AM–8PM'], ['Wednesday', '6AM–8PM'], ['Thursday', '6AM–8PM'], ['Friday', '6AM–8PM'], ['Saturday', '6AM–8PM'], ['Sunday', 'Closed'], ['Monday', '6AM–8PM']]","","Closed ⋅ Opens 6AM"
"Beauty by Keena Queen","","0x89b7bea85015ff99:0x3ca5054c7ac65f9b","","['Make-up artist', 'Service establishment']","5.0","44","","","{'Health & safety': ['Appointment required', 'Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits']}",""
"Ernie's Road Service","","0x80da16cc1c3f7f71:0xdf913df624f56055","","['Wheel store', 'Service establishment']","4.0","4","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","","Permanently closed"
"The Cleaner|Net","","0x80ca5b4de24a6723:0xd0b5eb45f1a8cd89","","['Computer security service', 'Charity', 'Service establishment']","4.6","17","","[['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","","Closed ⋅ Opens 8AM Tue"
"NS2 Media","","0x89c69937b4e6403f:0xb55b669c5fc0bcd7","","['Graphic designer', 'Chauffeur service', 'Service establishment', 'Print shop']","4.6","8","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","","Open 24 hours"
"Paint With Diamonds","","0x89c244c1ccde5555:0x4c7716e0992d078a","","['Hobby store', 'Service establishment']","4.4","198","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","","Open 24 hours"
"Milk + Honey Breast Milk Jewelry","","0x89b905a54d91415b:0x76e7f23a8941d4c1","","['Jeweler', 'Service establishment']","5.0","78","","[['Monday', '10AM–3PM'], ['Tuesday', '10AM–3PM'], ['Wednesday', '10AM–3PM'], ['Thursday', '10AM–3PM'], ['Friday', '10AM–3PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","","Closed ⋅ Opens 10AM Tue"
"The Worthington Company","","0x886b52b6178b96c7:0x4cc70e8109258761","","['Shipping service', 'Service establishment']","2.0","48","","[['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","","Closed ⋅ Opens 8AM Tue"
"Goosebuster Retrievers","","0x54ae573f9a3a3195:0xedefc5b9a58d9e5","","['Dog trainer', 'Dog breeder', 'Dog day care center', 'Service establishment', 'Kennel']","5.0","8","","[['Monday', '7AM–10PM'], ['Tuesday', '7AM–10PM'], ['Wednesday', '7AM–10:30PM'], ['Thursday', '7AM–10PM'], ['Friday', '7AM–10PM'], ['Saturday', '7:30AM–10PM'], ['Sunday', '7AM–10PM']]","","Open ⋅ Closes 10PM"
"Rosmarin","","0x89e4451309ea8b5d:0x7d613dab49840aee","Swiss eats with a modern twist are the focus at this fine dining option with a casual atmosphere.","['Delivery Restaurant', 'Service establishment']","4.9","33","","[['Monday', 'Closed'], ['Tuesday', '5–10PM'], ['Wednesday', '5–10PM'], ['Thursday', '5–10PM'], ['Friday', '5–10PM'], ['Saturday', '5–10PM'], ['Sunday', 'Closed']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Delivery']}","Permanently closed"
"Taste OF Haiti Box","","0x88d91dc80b19cf1f:0x5bc1d0a904f3852e","","['Natural goods store', 'Service establishment']","5.0","2","","[['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '11AM–5PM'], ['Sunday', 'Closed']]","","Open ⋅ Closes 6PM"
"Templeton Team: Keller Williams Realty","","0x8722755ff230f737:0x857e36002f424943","","['Real estate agency', 'Service establishment', 'Real estate consultant']","4.3","26","","[['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–6PM'], ['Sunday', '12–6PM']]","","Closed ⋅ Opens 8AM"
"Live Round Sound","","0x88e5d1ab8231de05:0x5e0fd2b03f409a63","","['Audio visual equipment supplier', 'Service establishment']","4.6","17","","[['Sunday', 'Closed'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–5PM'], ['Saturday', 'Closed']]","","Closed ⋅ Opens 10AM Mon"
"KJ Marble & Tile","","0x88d91c9c00000001:0x1c71d28791a0582d","","['Bathroom remodeler', 'Service establishment', 'Flooring contractor', 'Marble contractor', 'Tile contractor', 'Wood floor installation service']","4.4","24","","[['Sunday', '11AM–3PM'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–3PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '11AM–3PM']]","{'Service options': ['Online estimates'], 'Payments': ['Checks']}","Closed ⋅ Opens 9AM Mon"
"Ruva","","0x80d9539455fa80a1:0x61896a8213a58e9c","","['Solar energy contractor', 'Electrician', 'Service establishment']","4.3","6","","[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","","Open 24 hours"
"Iglesia Bautista Santa Fe","","0x86612313c74fd7eb:0x8a490fd63ba41adf","","['Religious organization', 'Service establishment']","5.0","5","","","",""
"Ameriherb International","","0x87ee707541dd6a1f:0x39256e633d9b44fb","","['Wholesaler', 'Service establishment']","3.9","8","","","",""
"Jungle Blunts","","0x89c263149fdc698b:0x8fdf9dcda5020e25","","['Herb shop', 'Service establishment']","5.0","47","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","{'Service options': ['Delivery'], 'Payments': ['NFC mobile payments', 'Credit cards']}","Open 24 hours"
"DimeCuba","","0x89c76569de83683d:0xc5fce2fd74caa59e","","['Computer support and services', 'Service establishment']","4.0","2","","","",""
"Legacy Bible Rebinders","","0x88637301d32006b3:0x73231ecd25113808","","['Christian book store', 'Service establishment']","5.0","28","","[['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM']]","","Open ⋅ Closes 5PM"
"BTP GreenZyme EOR","","0x864e9f9f8ebe19a3:0x227766b84794963","","['Oilfield', 'Environmental consultant', 'Service establishment']","5.0","1","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","","Open 24 hours"
"Merry Maids","","0x8741d90ff86e987f:0xf974982e15ded519","","['House cleaning service', 'Service establishment']","4.4","18","","[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–4:30PM'], ['Tuesday', '8:30AM–4:30PM'], ['Wednesday', '8:30AM–4:30PM'], ['Thursday', '8:30AM–4:30PM'], ['Friday', '8:30AM–4:30PM']]","","Closed ⋅ Opens 8:30AM Mon"
"UPCO LOCKSMITH DC","","0x89b7b7ef37a088a5:0xcf9c23b3222153e3","","['Locksmith', 'Emergency locksmith service', 'Service establishment', 'Safe & vault shop']","5.0","117","","[['Saturday', '10AM–4PM'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM']]","","Closed ⋅ Opens 10AM"
"Fly High Creative","","0x88d9b75ebf0b9ad9:0x6fedd465d6356bad","","['Graphic designer', 'Service establishment', 'Print shop']","5.0","68","","[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM']]","","Closed ⋅ Opens 10AM Mon"
"Wainwright's home service unit","","0x89aee340f9a7bba3:0x5a9f0220a74024ff","","['Security service', 'Service establishment']","3.5","2","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","","Open 24 hours"
"Get Your Gutter On","","0x866f8051521e6713:0xa2b079d7f3a7a90","","['Contractor', 'Service establishment', 'Gutter cleaning service']","4.0","2","","[['Saturday', '8AM–6PM'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM']]","","Closed ⋅ Opens 8AM"
"Aquron Corporation","","0x864c0028e302347b:0xe74d00a01ca7e0bc","","['Concrete product supplier', 'Service establishment']","4.3","6","","[['Friday', '8:30AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5PM'], ['Tuesday', '8:30AM–5PM'], ['Wednesday', '8:30AM–5PM'], ['Thursday', '8:30AM–5PM']]","","Closed ⋅ Opens 8:30AM Mon"
"Next Level Awards","","0x8647255e4b8b965d:0xe7026115c1bd7854","","['Trophy shop', 'Service establishment']","5.0","2","","[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Payments': ['Debit cards']}","Open 24 hours"
"MemoryStitch","","0x8796bf391df25c9d:0x3fb195562ad70e25","","['Quilt shop', 'Service establishment']","4.7","98","","[['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM']]","","Closed ⋅ Opens 9AM Mon"
"Atk Outdoors","","0x875284ce6d9621d9:0x918594e68c03eaf3","","['Hunting and fishing store', 'Clothing store', 'Service establishment', 'Fishing store', 'Hunting store', 'Outdoor sports store']","5.0","2","","[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Payments': ['Checks', 'Debit cards', 'NFC mobile payments', 'Credit cards']}","Open 24 hours"
"FDR cement co inc","","0x883b365e2b97aaab:0x2eed449415820564","","['Concrete contractor', 'Service establishment']","2.5","4","","","",""
